 th   0.0170160654518
the   0.0138491246358
he    0.0128542029386
ed    0.00728220885965
nd    0.00710565660568
 an   0.00689684664203
and   0.00651315292663
er    0.00546601328943
ng    0.00545210910423
ing   0.00529174750148
 to   0.00519849676601
 of   0.00471957483103
to    0.00464480121279
of    0.00437468924146
 he   0.00420314249417
 in   0.0041682275402
 a    0.00413343617899
at    0.00404871334378
in    0.00380152782895
is    0.00375888832764
n t   0.00373837192991
as    0.00373138893912
on    0.003689923569
re    0.00358326301935
d t   0.00353265178519
e t   0.00346498475051
her   0.00332897092097
 wa   0.00329714578594
e s   0.00319783900536
e a   0.00308271235182
 ha   0.00301387118594
 be   0.00288292465946
 co   0.00287989663691
 wh   0.00284992539323
s a   0.00280438146212
 hi   0.00274820855388
t t   0.00273875370794
en    0.00270655779463
e w   0.00262443040733
hat   0.00260045341239
es    0.00259272886505
 i    0.00254811187962
or    0.00245238928901
it    0.00243768175087
ere   0.00242414834394
his   0.00240900823115
ll    0.00240239601863
ly    0.00240010955262
 wi   0.0023810144716
 it   0.00233615030066
s t   0.00232879653159
d a   0.00228764014337
ut    0.0022768257771
was   0.00221972592317
me    0.00220026006388
 no   0.00219476018618
tha   0.00218666486056
 yo   0.00212159327379
you   0.0021084924415
 on   0.00210478465878
 ma   0.00205108360568
an    0.00204737582296
 re   0.00203470756532
 fo   0.0020185169141
th    0.00201196649796
ent   0.00200121392806
 sh   0.00198873105956
t a   0.00197723693312
e o   0.00196636077047
for   0.00194300173932
 we   0.00192446282571
le    0.00191890115162
e h   0.0018734190169
ter   0.00187144153278
e c   0.00186686860075
 st   0.00186359339268
st    0.0018310267011
ver   0.00181427988247
e i   0.00179586456162
 so   0.00179376348474
ith   0.00173969165337
n a   0.00171565286206
ion   0.00171064735538
f t   0.00170990579884
nt    0.00169322077659
 sa   0.00169210844177
 do   0.00168030533344
ad    0.00166664833374
all   0.00165836761899
ld    0.00163970511262
thi   0.00163871637057
t i   0.00163605912628
wit   0.00163321649286
ou    0.00162981769203
 ca   0.0016209190135
ve    0.00160287447091
ce    0.0015959532765
 se   0.00157895927236
d h   0.00156968981555
 al   0.00156604382921
s o   0.00156530227266
r t   0.0015576395217
 li   0.00154447689304
 as   0.00153526923261
e b   0.00153044911507
e m   0.00151796624657
ne    0.00150566876721
d i   0.00149658469954
se    0.00148842757755
t s   0.00147860195333
d s   0.00146735501241
t w   0.00146562471381
 mo   0.00139746330809
s s   0.00139233420866
ot    0.00138856462956
s i   0.0013846714577
t o   0.00136502020927
 s    0.00136502020927
 bu   0.00135500919592
e f   0.00135247554439
ch    0.00135025087476
s w   0.00134023986141
tio   0.00133739722799
out   0.00131749879404
t h   0.0013089090974
e p   0.00130402718349
o t   0.00129679700718
ow    0.00128882527432
 de   0.00128616803004
ght   0.00127368516154
 me   0.001272943605
y t   0.00126484827938
 wo   0.00125786528859
r a   0.00125459008052
e d   0.00125310696743
 di   0.00124649475491
 pr   0.00124377571425
eve   0.00122950075076
rs    0.00122888278698
hin   0.00121707967864
one   0.00121157980094
 ho   0.00121127081905
not   0.00121102363353
 at   0.00120781022184
d w   0.00119903513606
ome   0.00119779920849
id    0.00119557453885
d b   0.00119483298231
ey    0.0011858725074
 la   0.00116832233584
y a   0.0011655414988
ts    0.00116504712777
oul   0.00116146293781
 lo   0.00115380018685
ay    0.00114965982947
had   0.0011463846214
our   0.00114032857629
uld   0.00112574463091
g t   0.00111783469444
she   0.00111696954514
 fr   0.00111184044571
ear   0.00110689673541
ry    0.00109830703877
rea   0.00109509362708
om    0.00109330153209
d o   0.00108990273126
ted   0.00108879039645
e l   0.00108866680369
igh   0.00106796501682
 pa   0.00106574034719
et    0.00106147639706
s h   0.00105925172743
 su   0.0010526395149
 is   0.00104312287258
 mi   0.00103978586813
but   0.00103459497232
 ne   0.00103372982302
ave   0.00102860072359
al    0.00102860072359
ate   0.0010271176105
 go   0.00102489294086
ess   0.00102408958794
te    0.00102161773279
nce   0.00101352240718
ers   0.00100585965622
ain   0.00100264624453
n h   0.000982191643177
 si   0.000982129846798
ht    0.000979781584407
 ar   0.000975950208927
r s   0.000974528892217
red   0.000973725539294
res   0.000964765064381
hou   0.000962231412854
 fi   0.000959203390298
are   0.000950057526249
e r   0.000948018245752
hen   0.00094332172097
ss    0.000942950942698
sta   0.000937265675856
n i   0.000927254662506
int   0.000924782807358
und   0.000911929160586
n s   0.000909148323545
 ou   0.000908592156136
com   0.00090791239597
man   0.000905502337201
oun   0.000897592400726
him   0.000893513839732
 fa   0.000890918391826
ati   0.000889126296843
ur    0.000886469052559
est   0.000885356717742
ke    0.000882699473458
 t    0.000873244627516
ill   0.000870587383231
ste   0.000868300917219
y s   0.000856559605265
ore   0.00085390236098
ell   0.000852357451512
con   0.000841728474375
s b   0.000838762248197
e g   0.000833633148764
 le   0.000832273628432
d m   0.000829678180527
im    0.00082090309475
e n   0.000820841298372
n o   0.000819852556312
whi   0.00081472345688
whe   0.000813981900335
 ch   0.000809656153826
der   0.000809532561068
oth   0.00080656633489
de    0.000804527054393
ugh   0.000803970886984
hav   0.000803105737683
men   0.000802796755789
tin   0.000797914841871
g a   0.000795072208451
aid   0.000794207059149
ove   0.000793218317089
wer   0.000792291371409
per   0.000789325145231
be    0.000789325145231
 up   0.000788336403171
 bo   0.000785184787857
ck    0.000782218561679
han   0.000778943353608
 gr   0.000776842276732
 my   0.000775791738294
cou   0.000774988385371
s f   0.00077455581072
a s   0.000773937846933
y w   0.000771774973678
 po   0.000769055933015
ar    0.000762999887901
h t   0.000762505516872
us    0.000759168512422
n w   0.000757561806575
 tr   0.000756078693486
my    0.000755831507971
hey   0.000755522526078
 un   0.000753174263687
r h   0.0007525562999
ns    0.000752494503521
 pe   0.000752494503521
ty    0.000748292349769
ant   0.000746994625816
t b   0.000746253069272
 ba   0.000743904806881
sai   0.000740567802431
s c   0.000739702653129
h a   0.000739331874856
ame   0.000737910558146
ble   0.000734326368181
e e   0.000734264571802
rom   0.000733214033364
fro   0.00072289403812
d f   0.000722090685197
ds    0.000721163739516
ind   0.000718506495232
art   0.000717764938687
ive   0.000716776196628
 ti   0.000710472966
o s   0.000709855002213
ons   0.000709793205834
now   0.000708001110852
nde   0.000708001110852
s m   0.000706517997763
ir    0.000705591052082
by    0.000702933807798
pro   0.000702501233147
own   0.000702192251253
r w   0.00070138889833
rou   0.000700523749028
nte   0.000693108183583
 or   0.000687113934849
str   0.000686619563819
we    0.000685012857973
 br   0.000682788188339
 by   0.000682046631795
ous   0.000680563518706
ned   0.000679574776646
so    0.000672282803959
t m   0.000671541247414
ead   0.000670923283627
ard   0.000669440170538
tur   0.000663322329046
ook   0.000663013347153
wn    0.00066072688114
 ro   0.000657760654963
 ev   0.000656957302039
ide   0.000654979817921
oug   0.00065263155553
r i   0.000651457424334
o h   0.000650530478654
kin   0.000650097904003
 en   0.000649047365565
rin   0.000646081139387
l t   0.000645648564736
ine   0.000645092397327
hea   0.000643918266132
ist   0.000637738628261
d n   0.000637367849989
 sp   0.000636255515172
 ta   0.0006358847369
ery   0.000634587012947
eat   0.000634092641918
s n   0.000633165696237
ect   0.000630570248331
tho   0.000629828691787
 te   0.000627480429396
een   0.000623772646673
f a   0.000622474922721
r o   0.000622289533584
sed   0.000621980551691
ge    0.000617160434152
lin   0.000613947022459
som   0.000613514447808
use   0.000612711094885
m t   0.000611104389038
 da   0.000608508941133
ich   0.000608261755618
ast   0.00060813816286
y i   0.000607273013558
s p   0.000604368583759
up    0.00060195852499
wha   0.000594110384894
no    0.000590773380444
d c   0.000590279009414
em    0.000587250986857
hic   0.000586880208585
 ex   0.000584346557058
sho   0.000581133145365
ked   0.000577301769885
o a   0.000576992787992
y h   0.000576930991613
 ab   0.000576374824205
y o   0.000571987281317
 ge   0.000569330037032
who   0.000568279498594
any   0.000559936987469
way   0.000559133634545
t f   0.000556847168533
 fe   0.000556352797504
ace   0.000555858426474
sti   0.000552150643751
 ve   0.000551100105313
ime   0.000546650766046
 pl   0.000545600227608
ack   0.00054553843123
 cr   0.000544302503656
rd    0.000543375557975
ten   0.000543313761596
tle   0.000542510408673
ure   0.000542263223158
old   0.000539667775253
ust   0.000538740829572
min   0.000538555440436
